daeh-CanQiQi-WuLongZuo.xml,dan,erhuang,manban,s1,惨凄凄唤苍天天不应响，,12,65,3114111243,惨凄凄,唤苍天,天不应响，
,dan,erhuang,manban,x,叹红颜多薄命父母双亡。,84,121,4221244312,叹红颜,多薄命,父母双亡。
,dan,erhuang,manban,s1,千金休哪曾受磨房景况，,136,201,1113244234,千金休,哪曾受,磨房景况，
,dan,erhuang,manban,x,担几肩头晕转体若筛糠。,236,261,1312133411,担几肩,头晕转,体若筛糠。
daeh-LiYanFei-DaBaoGuo.xml,dan,erhuang,manban,s1,李艳妃设早朝龙书案下，,0,41,3414322144,李艳妃,设早朝,龙书案下，
,dan,erhuang,manban,x,文站东武列西朝贺哀家。,42,74,2413412411,文站东,武列西,朝贺哀家。
,dan,erhuang,manban,s1,太师爷奏一本进贡年下，,75,100,4124434424,太师爷,奏一本,进贡年下，
,dan,erhuang,manban,x,各国的众王侯朝贺中华。,104,122,4254222412,各国的,众王侯,朝贺中华。
,dan,erhuang,manban,s2,将江山让太师权且代贺，,124,140,1114412344,将江山,让太师,权且代贺，
,dan,erhuang,manban,x,候幼主成了龙原业归家。,144,161.75,4432322411,候幼主,成了龙,原业归家。
,dan,erhuang,manban,s2,写文约我且把玉玺打下，,164,196,3213334334,写文约,我且把,玉玺打下，
,dan,erhuang,manban,x,宣太师上金殿披红插花。,197,237,1414141211,宣太师,上金殿,披红插花。
,dan,erhuang,manban,s1,赐你的上方剑朝房问话，,238,263,4354142244,赐你的,上方剑,朝房问话，
,dan,erhuang,manban,x,压定了文武臣均要画押。,267,292.5,1432321441,压定了,文武臣,均要画押。
daeh-LiYanFei-ErJinGong.xml,dan,erhuang,zhongsanyan,s1,李艳妃坐昭阳自思自想，,15,52,3414124143,李艳妃,坐昭阳,自思自想，
,dan,erhuang,zhongsanyan,x,想起了朝中事好不惨伤！,55,87.5,3332143431,想起了,朝中事,好不惨伤！
,dan,erhuang,zhongsanyan,s1,耳边厢又听得朝靴响亮，,103,140,3114122134,耳边厢,又听得,朝靴响亮，
,dan,erhuang,zhongsanyan,x,想必是徐杨将进了昭阳。,143,160,3442244312,想必是,徐杨将,进了昭阳。
,dan,erhuang,zhongsanyan,s2,有几句话儿我不好言讲，,163,180,3344534323,有几句,话儿我,不好言讲，
,dan,erhuang,zhongsanyan,x,我只得怀抱太子两泪汪汪口口声声哭的是先王。,183,227.5,33224453411331115412,我只得,怀抱太子两泪汪汪口口声声,哭的是先王。
daeh-NaRiFeng-YuanXiaoMi.xml,dan,erhuang,yuanban,s1,那日风波平地起，,17,41.5,4411243,那日,风波,平地起，
,dan,erhuang,yuanban,x,死里逃生甚惨凄。,43,51.5,3321431,死里,逃生,甚惨凄。
,dan,erhuang,yuanban,s2,舅父前来出主意，,53,59.5,4422134,舅父,前来,出主意，
,dan,erhuang,yuanban,x,我与母亲两分离。,61,81,3331312,我与,母亲,两分离。
,dan,erhuang,yuanban,s1,母女隔断三千里，,91,115.5,3324113,母女,隔断,三千里，
,dan,erhuang,yuanban,x,那厢流泪这厢啼。,117,125.5,4124412,那厢,流泪,这厢啼。
,dan,erhuang,yuanban,s2,我今绝少人生趣，,127,145.5,3123214,我今,绝少,人生趣，
,dan,erhuang,yuanban,x,不如早死命归西。,165,183,4233411,不如,早死,命归西。
daeh-NuZiYou-TouJunBieYao.xml,dan,erhuang,manban,s1,奴自幼在闺阁娇生惯养，,0,41,2444121143,奴自幼,在闺阁,娇生惯养，
,dan,erhuang,manban,x,为薛郎我父女断绝情长。,42,78,2123434223,为薛郎,我父女,断绝情长。
,dan,erhuang,manban,s1,但愿得去投军功名有望，,79,120,4424211234,但愿得,去投军,功名有望，
,dan,erhuang,manban,x,也不枉我二人苦度时光。,121,149,3433423421,也不枉,我二人,苦度时光。
daeh-SunShangXiang-BieHuangGong.xml,dan,erhuang,manban,s1,孙尚香坐宫院自思自叹，,0,41,1414144144,孙尚香,坐宫院,自思自叹，
,dan,erhuang,manban,x,想起了已往事心内痛酸。,42,78,3333341441,想起了,已往事,心内痛酸。
,dan,erhuang,manban,s1,遭不幸父王爷把驾来晏，,79,124,1244223424,遭不幸,父王爷,把驾来晏，
,dan,erhuang,manban,x,留下了孙仲谋执掌江南。,125,146.5,2451422312,留下了,孙仲谋,执掌江南。
,dan,erhuang,manban,s2,与周郎定巧计把皇叔来骗，,149,165,31243432124,与周郎,定巧计把,皇叔来骗，
,dan,erhuang,manban,x,又谁知弄假成真反配凤鸾。,169,186.5,42143213442,又谁知,弄假成真,反配凤鸾。
,dan,erhuang,manban,s2,回荆州未三载诓我回转，,189,205,2114131323,回荆州,未三载,诓我回转，
,dan,erhuang,manban,x,阿斗儿行中途被子龙追还。,209,226.5,14521243212,阿斗儿,行中途被,子龙追还。
,dan,erhuang,manban,s2,恨只恨我兄长把事错办，,229,245,4343133444,恨只恨,我兄长,把事错办，
,dan,erhuang,manban,x,叹一声不由人珠泪涟涟。,249,273,4414221422,叹一声,不由人,珠泪涟涟。
daeh-TanHongYan-HuoXiaoYu.xml,dan,erhuang,manban,s1,叹红颜薄命前生就，,32,75.75,42224214,叹红颜,薄命,前生就，
,dan,erhuang,manban,x,美满姻缘付东流。,76,105,3312412,美满,姻缘,付东流。
,dan,erhuang,manban,s1,薄幸冤家音信无有，,124,164,24111423,薄幸,冤家,音信无有，
,dan,erhuang,manban,x,啼花泣月在暗里（呀）添愁。,168,182.5,214444312,啼花,泣月在,暗里（呀）添愁。
,dan,erhuang,manban,s2,枕边泪（呀）共（那）阶前雨，,184,221,3144123,枕边泪（呀）,共（那）,阶前雨，
,dan,erhuang,manban,x,隔着窗儿点滴不休。,236,260,25153141,隔着,窗儿,点滴不休。
daeh-WangChunE-SanNiangJiaoZi.xml,dan,erhuang,manban,s1,王春娥坐草堂自思自叹，,36,92,2124324144,王春娥,坐草堂,自思自叹，
,dan,erhuang,manban,x,想起了我老爷好不惨然。,112,149,3333323432,想起了,我老爷,好不惨然。
,dan,erhuang,manban,s1,春娥女好一此失群孤雁，,164,201,1233231214,春娥女,好一此,失群孤雁，
,dan,erhuang,manban,x,老薛保好一似浪里舟船。,204,221.5,3133244312,老薛保,好一似,浪里舟船。
,dan,erhuang,manban,s2,薛倚儿他好比无弓之箭，,224,240,1351332114,薛倚儿,他好比,无弓之箭，
,dan,erhuang,manban,x,每日里在书房苦读圣贤。,244,261.5,3434123242,每日里,在书房,苦读圣贤。
,dan,erhuang,manban,s2,将身儿来至在机房织绢，,264,296,1152441214,将身儿,来至在,机房织绢，
,dan,erhuang,manban,x,等候了薛倚儿转回家园。,332,355,3431323212,等候了,薛倚儿,转回家园。
daeh-WuDuanQiao-BiYuZan.xml,dan,erhuang,manban,s1,无端巧计将人陷，,36,93,2134124,无端,巧计,将人陷，
,dan,erhuang,manban,x,薄命自伤怨红颜。,112,149,2441422,薄命,自伤,怨红颜。
,dan,erhuang,manban,s1,独处闺房愁无限，,164,204.5,2312224,独处,闺房,愁无限，
,dan,erhuang,manban,x,落得孤身病恹恹。,208,224.5,4211411,落得,孤身,病恹恹。
,dan,erhuang,manban,s2,今生若被郎轻贱，,228,244.5,1144214,今生,若被,郎轻贱，
,dan,erhuang,manban,x,满腹冤屈向谁言。,248,263.5,3411422,满腹,冤屈,向谁言。
,dan,erhuang,manban,s2,一心早想寻短见，,264,297,4133234,一心,早想,寻短见，
,dan,erhuang,manban,x,又怕丑名误流传。,332,356,4432422,又怕,丑名,误流传。
daeh-XiaoNuCai-SanNiangJiaoZi.xml,dan,erhuang,yuanban,s1,小奴才他一言问住我，,0,13,322142443,小奴才,他一言,问住我，
,dan,erhuang,yuanban,x,闭口无言王春娥。,15,21,4322212,闭口,无言,王春娥。
,dan,erhuang,yuanban,s2,哭一声亡故夫在阴曹等我，,23,31,14124141233,哭一声,亡故夫在,阴曹等我，
,dan,erhuang,yuanban,x,等候了你妻子同见阎罗。,33,41,3433132422,等候了,你妻子,同见阎罗。
,dan,erhuang,yuanban,s2,怒气不息在机房闷坐，,43,55,444141244,怒气,不息在,机房闷坐，
,dan,erhuang,yuanban,x,叹一声不由人珠泪如梭。,56,74,4414221421,叹一声,不由人,珠泪如梭。
daeh-ZaoBuXing-HeHouMaDian.xml,dan,erhuang,kuaisanyan,s1,遭不幸老王爷晏了御驾，,10,51,1243224344,遭不幸,老王爷,晏了御驾，
,dan,erhuang,kuaisanyan,x,贼昏王篡了位谋乱邦家。,54,71,2124342411,贼昏王,篡了位,谋乱邦家。
,dan,erhuang,kuaisanyan,s2,把一个皇太子逼死殿下，,74,91,3242451344,把一个,皇太子,逼死殿下，
,dan,erhuang,kuaisanyan,x,反倒说为嫂我拦阻有差，,94,111,3314332331,反倒说,为嫂我,拦阻有差，
,dan,erhuang,kuaisanyan,s2,贼好比王莽贼称孤道寡，,114,131,2332321143,贼好比,王莽贼,称孤道寡，
,dan,erhuang,kuaisanyan,x,贼好比曹阿瞒半点不差，,134,151,2332124341,贼好比,曹阿瞒,半点不差，
,dan,erhuang,kuaisanyan,s2,贼好比秦赵高指鹿为马，,154,173.5,2332413423,贼好比,秦赵高,指鹿为马，
,dan,erhuang,kuaisanyan,x,贼好比那司马师搅乱中华。,174,191,23341313412,贼好比,那司马师,搅乱中华。
,dan,erhuang,kuaisanyan,s2,只骂得贼昏王装聋作哑，,194,211,3422121243,只骂得,贼昏王,装聋作哑，
,dan,erhuang,kuaisanyan,x,只骂得贼昏王扭转身驱、闭目合晴、羞羞惭惭一语不发，,214,256,3422123311442111224341,只骂得,贼昏王扭转身驱、闭目合晴、羞羞惭惭,一语不发，
,dan,erhuang,kuaisanyan,s2,只骂得贼昏王无言对答。,258,275,3422122242,只骂得,贼昏王,无言对答。
,dan,erhuang,kuaisanyan,x,两旁的文武臣珠泪如麻，,278,295,3252321422,两旁的,文武臣,珠泪如麻，
,dan,erhuang,kuaisanyan,s2,搬一把金交椅娘且坐下，,298,315,1431132344,搬一把,金交椅,娘且坐下，
,dan,erhuang,kuaisanyan,x,你叔王不让位再去骂他。,318,360,3122444441,你叔王,不让位,再去骂他。
daeh-ZiNaRi-ErJinGong.xml,dan,erhuang,manban,s1,自那日与徐杨决裂以后，,40,96,4443222434,自那日,与徐杨,决裂以后，
,dan,erhuang,manban,x,独坐在寒宫院闷闷悠悠。,116,152,2442144411,独坐在,寒宫院,闷闷悠悠。
,dan,erhuang,manban,s1,先王爷晏驾后太子年幼，,168,208.5,1224444524,先王爷,晏驾后,太子年幼，
,dan,erhuang,manban,x,太师爷一心心想篡龙楼。,212,228.25,4124113422,太师爷,一心心,想篡龙楼。
,dan,erhuang,manban,s2,他那里父女情全然无有，,232,248.5,1434322223,他那里,父女情,全然无有，
,dan,erhuang,manban,x,竟把我孤儿寡母当做了马牛。,252,271.5,433123314332,竟把我,孤儿寡母,当做了马牛。
,dan,erhuang,manban,s2,徐小姐把守在宫门口，,272,316,233334123,徐小姐,把守在,宫门口，
,dan,erhuang,manban,x,看一看不觉到八月中秋。,352,384,4244241411,看一看,不觉到,八月中秋。
,dan,erhuang,manban,s1,李艳妃坐昭阳自思自想，,402,438,3414124143,李艳妃,坐昭阳,自思自想，
,dan,erhuang,manban,x,想起了老王爷好不惨伤。,442,470,3333223431,想起了,老王爷,好不惨伤。
,dan,erhuang,manban,s1,耳边厢又听得朝靴响亮，,486,522.5,3114122134,耳边厢,又听得,朝靴响亮，
,dan,erhuang,manban,x,想必是徐杨进了昭阳。,526,544,344224312,想必是,徐杨,进了昭阳。
,dan,erhuang,manban,s2,有一句话儿不好言讲，,546,562.5,324454323,有一句,话儿,不好言讲，
,dan,erhuang,manban,x,我只得怀抱太子两泪汪汪口口声声哭的是先王！,566,610,33224453411331115412,我只得,怀抱太子两泪汪汪口口声声,哭的是先王！
daeh-ZiNaRi-ZhuangYuanMei-1.xml,dan,erhuang,yuanban,s1,自那日与六郎姻缘相见，,17,35.25,4443421214,自那日,与六郎,姻缘相见，
,dan,erhuang,yuanban,x,行不安坐不宁情态缠绵。,37,45.25,2414422422,行不安,坐不宁,情态缠绵。
,dan,erhuang,yuanban,s2,在潼台被贼擒在命好险，,47,55.25,4224224433,在潼台,被贼擒,在命好险，
,dan,erhuang,yuanban,x,乱军中多亏他救我回还。,57,79,4111114322,乱军中,多亏他,救我回还。
,dan,erhuang,yuanban,s1,这桩事闷得我柔肠百转，,87,119.5,4144232233,这桩事,闷得我,柔肠百转，
,dan,erhuang,yuanban,x,不知道他与我是否一般。,121,129.25,4141334341,不知道,他与我,是否一般。
,dan,erhuang,yuanban,s2,百姓们闺房乐如花美眷，,131,139.25,3451242134,百姓们,闺房乐,如花美眷，
,dan,erhuang,yuanban,x,帝王家深宫院似水流年。,141,151.25,4211144322,帝王家,深宫院,似水流年。
,dan,erhuang,yuanban,s2,幸喜得珍珠衫称心如愿，,153,161.25,4321114124,幸喜得,珍珠衫,称心如愿，
,dan,erhuang,yuanban,x,宋天子主婚姻此事成全。,163,171.25,4153113422,宋天子,主婚姻,此事成全。
,dan,erhuang,yuanban,s2,但愿得令公令婆别无异见，,173,181.25,44241422244,但愿得,令公令婆,别无异见，
,dan,erhuang,yuanban,x,但愿得杨六郎心如石坚，,183,191.375,4422421221,但愿得,杨六郎,心如石坚，
,dan,erhuang,yuanban,s2,但愿得状元媒月老引线，,193,201,4424224334,但愿得,状元媒,月老引线，
,dan,erhuang,yuanban,x,但愿得八主贤王从中周旋，早成姻眷，扫狼烟，叫那胡儿不敢进犯保叔王锦绣江山。,203,238,442132221123214321442543443123411,但愿得,八主贤王从中周旋，早成姻眷，扫狼烟，叫那胡儿不敢进犯保叔王,锦绣江山。
,dan,erhuang,yuanban,s1,愿天下有情人都成姻眷，,246,260.25,4143221214,愿天下,有情人,都成姻眷，
,dan,erhuang,yuanban,x,愿天下从此后国泰民安。,262,271,4142342421,愿天下,从此后,国泰民安。
daeh-ZiNaRi-ZhuangYuanMei-2.xml,dan,erhuang,yuanban,s1,自那日与六郎阵前相见，,18,42.5,4443424214,自那日,与六郎,阵前相见，
,dan,erhuang,yuanban,x,行不安坐不宁情态缠绵。,44,52,2414422422,行不安,坐不宁,情态缠绵。
,dan,erhuang,yuanban,s2,在潼台被贼擒性命好险，,54,62,4224224433,在潼台,被贼擒,性命好险，
,dan,erhuang,yuanban,x,乱军中多亏他救我回还。,64,86,4111114322,乱军中,多亏他,救我回还。
,dan,erhuang,yuanban,s1,这桩事闷得我柔肠百转，,94,128.5,4144232233,这桩事,闷得我,柔肠百转，
,dan,erhuang,yuanban,x,不知道他与我是否一般。,130,138,4141334341,不知道,他与我,是否一般。
,dan,erhuang,yuanban,s2,百姓们闺房乐如花美眷，,140,148.5,3451242134,百姓们,闺房乐,如花美眷，
,dan,erhuang,yuanban,x,帝王家深宫怨似水流年。,150,160,4211144322,帝王家,深宫怨,似水流年。
,dan,erhuang,yuanban,s2,幸喜得珍珠衫称心如愿，,162,170.5,4321114124,幸喜得,珍珠衫,称心如愿，
,dan,erhuang,yuanban,x,宋天子主婚姻此事成全。,172,180.75,4153113422,宋天子,主婚姻,此事成全。
,dan,erhuang,yuanban,s2,但愿得令公令婆别无意见，,182,190.5,44241422244,但愿得,令公令婆,别无意见，
,dan,erhuang,yuanban,x,但愿得杨六郎心如石坚。,192,200.75,4422421221,但愿得,杨六郎,心如石坚。
,dan,erhuang,yuanban,s2,但愿得状元媒月老引线，,202,210.5,4424224334,但愿得,状元媒,月老引线，
,dan,erhuang,yuanban,x,但愿得八主贤王从中周旋早成美眷、扫狼烟叫那胡儿不敢进犯、保叔王锦锈江山。,212,247,442132221123234321442543443123411,但愿得,八主贤王从中周旋早成美眷、扫狼烟叫那胡儿不敢进犯、保叔王,锦锈江山。
,dan,erhuang,yuanban,s1,愿天下有情人都成姻眷，,263,277.5,4143221214,愿天下,有情人,都成姻眷，
,dan,erhuang,yuanban,x,愿邦家从此后国泰民安。,279,288,4112342421,愿邦家,从此后,国泰民安。
daeh-ZuoChunGui-XiShi.xml,dan,erhuang,manban,s1,坐春闺只觉得光明似箭，,10,63,4113221244,坐春闺,只觉得,光明似箭，
,dan,erhuang,manban,x,无限的闲愁恨尽上眉尖。,78,115,2452244421,无限的,闲愁恨,尽上眉尖。
,dan,erhuang,manban,s1,奴这里心中痛玉颜清减，,128,196,2431144213,奴这里,心中痛,玉颜清减，
,dan,erhuang,manban,x,夜不眠朝慵起又向谁言。,212,236,4421134422,夜不眠,朝慵起,又向谁言。
daeh-ZuoRiGong-TaiZhenWaiChuan.xml,dan,erhuang,yuanban,s1,昨日宫中何等宠幸，,18,40,24112334,昨日,宫中,何等宠幸，
,dan,erhuang,yuanban,x,有谁知一时错被逐宫廷。,42,60,3214244212,有谁知,一时错,被逐宫廷。
,dan,erhuang,yuanban,s1,思想起从前事心中悔恨，,70,94.5,1332241134,思想起,从前事,心中悔恨，
,dan,erhuang,yuanban,x,但不知何日里再沐圣明。,96,106,4412434442,但不知,何日里,再沐圣明。
daxp-ChenSanLiang-ChenSanLiangPaTang.xml,dan,xipi,daoban,s,陈三两在大堂把话云，,14,33,213442342,陈三两,在大堂,把话云，
,dan,xipi,manban,x,公正的老爷细听分明。,65,100.75,145324112,公正的,老爷,细听分明。
,dan,xipi,manban,s,我本是被骗进的富春院，,129,157,3344445414,我本是,被骗进的,富春院，
,dan,xipi,manban,x,发奋自强日夜读诗文。,165,196,144244212,发奋,自强,日夜读诗文。
,dan,xipi,manban,s,诗书易礼都学会，,205,220,1143124,诗书,易礼,都学会，
,dan,xipi,manban,x,最可恨鸨儿叫我接客人。,229,252,4343543142,最可恨,鸨儿,叫我接客人。
daxp-ChunQiuTing-SuoLinNang.xml,dan,xipi,erliu,s,春秋亭外风雨暴，,2,14.75,1124134,春秋,亭外,风雨暴，
,dan,xipi,erliu,x,何处悲声破寂寥。,15,25.25,2311442,何处,悲声,破寂寥。
,dan,xipi,erliu,s,在隔帘只见这一花轿，,27,36.75,422344414,在隔帘,只见这,一花轿，
,dan,xipi,erliu,x,想必是新婚渡鹊桥，,37,47.25,34411442,想必是,新婚,渡鹊桥，
,dan,xipi,erliu,s,吉日良辰当欢笑，,49,58.75,2422114,吉日,良辰,当欢笑，
,dan,xipi,erliu,x,为何鲛珠化泪抛？,59,72.75,2211441,为何,鲛珠,化泪抛？
,dan,xipi,erliu,s,此时却又明白了，,75,84.25,3244223,此时,却又,明白了，
,dan,xipi,liushui,x,世上何尝尽富豪，,84.5,89,4422442,世上,何尝,尽富豪，
,dan,xipi,liushui,s,亦有饥寒悲怀抱，,90.5,97,4312124,亦有,饥寒,悲怀抱，
,dan,xipi,liushui,x,也有失意痛哭嚎啕，,97.5,103,33144122,也有,失意,痛哭嚎啕，
,dan,xipi,liushui,s,轿内的人儿弹别调，,103.5,108,44525424,轿内的,人儿,弹别调，
,dan,xipi,liushui,x,必有隐情在心潮。,108.5,117,4332412,必有,隐情,在心潮。
,dan,xipi,liushui,s,耳听得悲声惨心中如捣，,131,138.5,3121131123,耳听得,悲声惨,心中如捣，
,dan,xipi,liushui,x,同遇人为什么这样嚎啕？,139.5,147.5,2424254422,同遇人,为什么,这样嚎啕？
,dan,xipi,liushui,s,莫不是夫郎丑难谐女貌？,148.5,156,4241232234,莫不是,夫郎丑,难谐女貌？
,dan,xipi,liushui,x,莫不是强婚配鸦占鸾巢？,157,166,4242141422,莫不是,强婚配,鸦占鸾巢？
,dan,xipi,liushui,s,叫梅香你把那好言相告，,166.5,174.5,4213343214,叫梅香,你把那,好言相告，
,dan,xipi,liushui,x,问那厢因何故痛哭无聊。,175,184,4411244122,问那厢,因何故,痛哭无聊。
,dan,xipi,liushui,s,听薛良一语来相告，,200,207.5,11243214,听薛良,一语,来相告，
,dan,xipi,liushui,x,满腹骄矜顿雪潇，,208,212,3411431,满腹,骄矜,顿雪潇，
,dan,xipi,liushui,s,人情冷暖凭天造，,213.5,218,2233214,人情,冷暖,凭天造，
,dan,xipi,liushui,x,谁能移动他半分毫。,218.5,224,22241412,谁能,移动他,半分毫。
,dan,xipi,liushui,s,我在不足他正少，,225.5,230.5,3442143,我在,不足,他正少，
,dan,xipi,liushui,x,他为饥寒我为娇。,231,235,1412341,他为,饥寒,我为娇。
,dan,xipi,liushui,s,分我一枝珊瑚宝，,236.5,241.5,1341123,分我,一枝,珊瑚宝，
,dan,xipi,liushui,x,安他半世凤凰巢。,242,246,1144422,安他,半世,凤凰巢。
,dan,xipi,liushui,s,忙把梅香低声儿叫，,246.5,267,23211154,忙把,梅香,低声儿叫，
,dan,xipi,liushui,x,莫把姓名你信口晓，,276.5,285,43423433,莫把,姓名,你信口晓，
,dan,xipi,liushui,s,这都是神话凭空造，,297,304.5,41424214,这都是,神话,凭空造，
,dan,xipi,liushui,x,自把珠玉夸富豪，,305,309.5,4314142,自把,珠玉,夸富豪，
,dan,xipi,liushui,s,麟儿那有神送到，,310.5,315.75,2543244,麟儿,那有,神送到，
,dan,xipi,liushui,x,积德才生玉树苗，,316,320,1221442,积德,才生,玉树苗，
,dan,xipi,liushui,s,小小囊儿何足道，,321.5,327,3325224,小小,囊儿,何足道，
,dan,xipi,liushui,x,救她饥渴胜琼瑶。,327.5,337,4113422,救她,饥渴,胜琼瑶。
daxp-DangRiLi-SuoLinNang.xml,dan,xipi,yuanban,s,当日里好风光忽觉转变，,34,60,1433111234,当日里,好风光,忽觉转变，
,dan,xipi,yuanban,x,霎时间日色淡似坠西山。,86,108,4214444411,霎时间,日色淡,似坠西山。
,dan,xipi,yuanban,s,在轿中只觉得天昏地暗。,138,156.5,4413221144,在轿中,只觉得,天昏地暗。
,dan,xipi,yuanban,x,耳听得风声断，雨声喧，雷声乱，乐声阑珊，人声呐喊，都道说是大雨倾天。,158,204,3121143112144121214314144311,耳听得,风声断，雨声喧，雷声乱，乐声阑珊，人声呐喊，都道说是,大雨倾天。
,dan,xipi,yuanban,s,那花轿必定是因陋就简，,274,292.5,4144441443,那花轿,必定是,因陋就简，
,dan,xipi,yuanban,x,隔帘儿我也曾侧目偷观。,294,312.5,2253324411,隔帘儿,我也曾,侧目偷观。
,dan,xipi,yuanban,s,虽然是古青庐以朴为俭，,314,332.5,1243123323,虽然是,古青庐,以朴为俭，
